,classification,atmosphere,obj_energy,obj_bandwidth,obj_latency,field_size,number_of_nodes,physical_topology,sampling_rate,best_technique
645,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,100,Bus,10,Pegasis
646,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,100,Bus,10,Pegasis
647,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,100,Bus,10,Pegasis
648,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,100,Bus,50,Pegasis
649,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,100,Bus,50,Pegasis
650,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,100,Bus,50,Pegasis
651,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,100,Bus,100,Pegasis
652,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,100,Bus,100,Pegasis
653,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,100,Bus,100,Pegasis
654,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,100,Bus,10,Pegasis
655,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,100,Bus,10,Pegasis
656,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,100,Bus,10,Pegasis
657,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,1000,Bus,10,Pegasis
658,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,1000,Bus,10,Pegasis
659,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,1000,Bus,10,Pegasis
660,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,1000,Bus,50,Pegasis
661,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,1000,Bus,50,Pegasis
662,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,1000,Bus,50,Pegasis
663,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,1000,Bus,100,Pegasis
664,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,1000,Bus,100,Pegasis
665,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,1000,Bus,100,Pegasis
666,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,1000,Bus,10,Pegasis
667,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,1000,Bus,10,Pegasis
668,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,1000,Bus,10,Pegasis
669,Monitoring,Underwater Deep,0.8,0.2,0.2,Object,10,Bus,10,Pegasis
670,Monitoring,Underwater Deep,0.8,0.2,0.2,Object,10,Bus,50,Pegasis
671,Monitoring,Underwater Deep,0.8,0.2,0.2,Object,10,Bus,100,Pegasis
672,Monitoring,Underwater Deep,0.8,0.2,0.2,Object,10,Bus,10,Pegasis
673,Monitoring,Underwater Deep,0.8,0.2,0.2,Object,10,Bus,10,Pegasis
674,Monitoring,Underwater Deep,0.8,0.2,0.2,Object,10,Bus,10,Pegasis
675,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,10,Star,10,Leach
676,Monitoring,Vacuum Space,0.2,0.8,0.2,Room,10,Star,10,Leach
677,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,10,Star,10,Leach
678,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,10,Star,50,Leach
679,Monitoring,Vacuum Space,0.2,0.8,0.2,Room,10,Star,50,Leach
680,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,10,Star,50,Leach
681,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,10,Star,100,Leach
682,Monitoring,Vacuum Space,0.2,0.8,0.2,Room,10,Star,100,Leach
683,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,10,Star,100,Leach
684,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,10,Star,10,Leach
685,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,10,Star,10,Leach
686,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,10,Star,10,Leach
687,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,10,Star,10,Leach
688,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,100,Star,10,Leach
689,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,100,Star,50,Leach
690,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,100,Star,100,Leach
691,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,100,Star,10,Leach
692,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,100,Star,10,Leach
693,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,100,Star,10,Leach
694,Monitoring,Vacuum Space,0.2,0.2,0.8,Room,100,Star,10,Leach
695,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,1000,Star,10,Heed
696,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,1000,Star,50,Heed
697,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,1000,Star,100,Heed
698,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,1000,Star,10,Heed
699,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,1000,Star,10,Heed
700,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,1000,Star,10,Heed
701,Monitoring,Vacuum Space,0.8,0.2,0.2,Room,1000,Star,10,Heed
702,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
703,Monitoring,Vacuum Space,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
704,Monitoring,Vacuum Space,0.8,0.2,0.2,Apartment Complex,10,Star,10,Heed
705,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
706,Monitoring,Vacuum Space,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
707,Monitoring,Vacuum Space,0.8,0.2,0.2,Apartment Complex,10,Star,50,Heed
708,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
709,Monitoring,Vacuum Space,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
710,Monitoring,Vacuum Space,0.8,0.2,0.2,Apartment Complex,10,Star,100,Heed
711,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
712,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
713,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
714,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
715,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
716,Monitoring,Vacuum Space,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
717,Monitoring,Vacuum Space,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
718,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,100,Star,50,Heed
719,Monitoring,Vacuum Space,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
720,Monitoring,Vacuum Space,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
721,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,100,Star,100,Heed
722,Monitoring,Vacuum Space,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
723,Monitoring,Vacuum Space,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
724,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
725,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
726,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
727,Monitoring,Vacuum Space,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
728,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,10,Bus,10,DBST
729,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,10,Bus,10,DBST
730,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,10,Bus,10,DBST
731,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,10,Bus,50,DBST
732,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,10,Bus,50,DBST
733,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,10,Bus,50,DBST
734,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,10,Bus,100,DBST
735,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,10,Bus,100,DBST
736,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,10,Bus,100,DBST
737,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,10,Bus,10,DBST
738,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,10,Bus,10,DBST
739,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,10,Bus,10,DBST
740,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,100,Bus,10,DBST
741,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,100,Bus,10,DBST
742,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,100,Bus,10,DBST
743,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,100,Bus,50,DBST
744,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,100,Bus,50,DBST
745,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,100,Bus,50,DBST
746,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,100,Bus,100,DBST
747,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,100,Bus,100,DBST
748,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,100,Bus,100,DBST
749,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,100,Bus,10,DBST
750,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,100,Bus,10,DBST
751,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,100,Bus,10,DBST
752,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,1000,Bus,10,DBST
753,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,1000,Bus,10,DBST
754,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,1000,Bus,10,DBST
755,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,1000,Bus,50,DBST
756,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,1000,Bus,50,DBST
757,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,1000,Bus,50,DBST
758,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,1000,Bus,100,DBST
759,Monitoring,Vacuum Space,0.2,0.8,0.2,City Block,1000,Bus,100,DBST
760,Monitoring,Vacuum Space,0.8,0.2,0.2,City Block,1000,Bus,100,DBST
761,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,1000,Bus,10,DBST
762,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,1000,Bus,10,DBST
763,Monitoring,Vacuum Space,0.2,0.2,0.8,City Block,1000,Bus,10,DBST
764,Monitoring,Vacuum Space,0.2,0.2,0.8,City,10,Bus,10,DBST
765,Monitoring,Vacuum Space,0.2,0.8,0.2,City,10,Bus,10,DBST
766,Monitoring,Vacuum Space,0.8,0.2,0.2,City,10,Bus,10,DBST
767,Monitoring,Vacuum Space,0.2,0.2,0.8,City,10,Bus,50,DBST
768,Monitoring,Vacuum Space,0.2,0.8,0.2,City,10,Bus,50,DBST
769,Monitoring,Vacuum Space,0.8,0.2,0.2,City,10,Bus,50,DBST
770,Monitoring,Vacuum Space,0.2,0.2,0.8,City,10,Bus,100,DBST
771,Monitoring,Vacuum Space,0.2,0.8,0.2,City,10,Bus,100,DBST
772,Monitoring,Vacuum Space,0.8,0.2,0.2,City,10,Bus,100,DBST
773,Monitoring,Vacuum Space,0.2,0.2,0.8,City,10,Bus,10,DBST
774,Monitoring,Vacuum Space,0.2,0.2,0.8,City,10,Bus,10,DBST
775,Monitoring,Vacuum Space,0.2,0.2,0.8,City,10,Bus,10,DBST
776,Monitoring,Vacuum Space,0.2,0.2,0.8,City,100,Bus,10,DBST
777,Monitoring,Vacuum Space,0.2,0.8,0.2,City,100,Bus,10,DBST
778,Monitoring,Vacuum Space,0.8,0.2,0.2,City,100,Bus,10,DBST
779,Monitoring,Vacuum Space,0.2,0.2,0.8,City,100,Bus,50,DBST
780,Monitoring,Vacuum Space,0.2,0.8,0.2,City,100,Bus,50,DBST
781,Monitoring,Vacuum Space,0.8,0.2,0.2,City,100,Bus,50,DBST
782,Monitoring,Vacuum Space,0.2,0.2,0.8,City,100,Bus,100,DBST
783,Monitoring,Vacuum Space,0.2,0.8,0.2,City,100,Bus,100,DBST
784,Monitoring,Vacuum Space,0.8,0.2,0.2,City,100,Bus,100,DBST
785,Monitoring,Vacuum Space,0.2,0.2,0.8,City,100,Bus,10,DBST
786,Monitoring,Vacuum Space,0.2,0.2,0.8,City,100,Bus,10,DBST
787,Monitoring,Vacuum Space,0.2,0.2,0.8,City,100,Bus,10,DBST
788,Monitoring,Vacuum Space,0.2,0.2,0.8,City,1000,Bus,10,DBST
789,Monitoring,Vacuum Space,0.2,0.8,0.2,City,1000,Bus,10,DBST
790,Monitoring,Vacuum Space,0.8,0.2,0.2,City,1000,Bus,10,DBST
791,Monitoring,Vacuum Space,0.2,0.2,0.8,City,1000,Bus,50,DBST
792,Monitoring,Vacuum Space,0.2,0.8,0.2,City,1000,Bus,50,DBST
793,Monitoring,Vacuum Space,0.8,0.2,0.2,City,1000,Bus,50,DBST
794,Monitoring,Vacuum Space,0.2,0.2,0.8,City,1000,Bus,100,DBST
795,Monitoring,Vacuum Space,0.2,0.8,0.2,City,1000,Bus,100,DBST
796,Monitoring,Vacuum Space,0.8,0.2,0.2,City,1000,Bus,100,DBST
797,Monitoring,Vacuum Space,0.2,0.2,0.8,City,1000,Bus,10,DBST
798,Monitoring,Vacuum Space,0.2,0.2,0.8,City,1000,Bus,10,DBST
799,Monitoring,Vacuum Space,0.2,0.2,0.8,City,1000,Bus,10,DBST
800,Monitoring,Object,0.2,0.2,0.8,Room,10,Star,10,Leach
801,Monitoring,Object,0.2,0.8,0.2,Room,10,Star,10,Leach
802,Monitoring,Object,0.8,0.2,0.2,Room,10,Star,10,Leach
803,Monitoring,Object,0.2,0.2,0.8,Room,10,Star,50,Leach
804,Monitoring,Object,0.2,0.8,0.2,Room,10,Star,50,Leach
805,Monitoring,Object,0.8,0.2,0.2,Room,10,Star,50,Leach
806,Monitoring,Object,0.2,0.2,0.8,Room,10,Star,100,Leach
807,Monitoring,Object,0.2,0.8,0.2,Room,10,Star,100,Leach
808,Monitoring,Object,0.8,0.2,0.2,Room,10,Star,100,Leach
809,Monitoring,Object,0.2,0.2,0.8,Room,10,Star,10,Leach
810,Monitoring,Object,0.2,0.2,0.8,Room,10,Star,10,Leach
811,Monitoring,Object,0.2,0.2,0.8,Room,10,Star,10,Leach
812,Monitoring,Object,0.2,0.2,0.8,Room,10,Star,10,Leach
813,Monitoring,Object,0.2,0.2,0.8,Room,100,Star,10,Leach
814,Monitoring,Object,0.2,0.2,0.8,Room,100,Star,50,Leach
815,Monitoring,Object,0.2,0.2,0.8,Room,100,Star,100,Leach
816,Monitoring,Object,0.2,0.2,0.8,Room,100,Star,10,Leach
817,Monitoring,Object,0.2,0.2,0.8,Room,100,Star,10,Leach
818,Monitoring,Object,0.2,0.2,0.8,Room,100,Star,10,Leach
819,Monitoring,Object,0.2,0.2,0.8,Room,100,Star,10,Leach
820,Monitoring,Object,0.8,0.2,0.2,Room,1000,Star,10,Heed
821,Monitoring,Object,0.8,0.2,0.2,Room,1000,Star,50,Heed
822,Monitoring,Object,0.8,0.2,0.2,Room,1000,Star,100,Heed
823,Monitoring,Object,0.8,0.2,0.2,Room,1000,Star,10,Heed
824,Monitoring,Object,0.8,0.2,0.2,Room,1000,Star,10,Heed
825,Monitoring,Object,0.8,0.2,0.2,Room,1000,Star,10,Heed
826,Monitoring,Object,0.8,0.2,0.2,Room,1000,Star,10,Heed
827,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
828,Monitoring,Object,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
829,Monitoring,Object,0.8,0.2,0.2,Apartment Complex,10,Star,10,Heed
830,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
831,Monitoring,Object,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
832,Monitoring,Object,0.8,0.2,0.2,Apartment Complex,10,Star,50,Heed
833,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
834,Monitoring,Object,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
835,Monitoring,Object,0.8,0.2,0.2,Apartment Complex,10,Star,100,Heed
836,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
837,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
838,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
839,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
840,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
841,Monitoring,Object,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
842,Monitoring,Object,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
843,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,100,Star,50,Heed
844,Monitoring,Object,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
845,Monitoring,Object,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
846,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,100,Star,100,Heed
847,Monitoring,Object,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
848,Monitoring,Object,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
849,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
850,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
851,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
852,Monitoring,Object,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
853,Monitoring,Human Body,0.2,0.2,0.8,Room,10,Star,10,Leach
854,Monitoring,Human Body,0.2,0.8,0.2,Room,10,Star,10,Leach
855,Monitoring,Human Body,0.8,0.2,0.2,Room,10,Star,10,Leach
856,Monitoring,Human Body,0.2,0.2,0.8,Room,10,Star,50,Leach
857,Monitoring,Human Body,0.2,0.8,0.2,Room,10,Star,50,Leach
858,Monitoring,Human Body,0.8,0.2,0.2,Room,10,Star,50,Leach
859,Monitoring,Human Body,0.2,0.2,0.8,Room,10,Star,100,Leach
860,Monitoring,Human Body,0.2,0.8,0.2,Room,10,Star,100,Leach
861,Monitoring,Human Body,0.8,0.2,0.2,Room,10,Star,100,Leach
862,Monitoring,Human Body,0.2,0.2,0.8,Room,10,Star,10,Leach
863,Monitoring,Human Body,0.2,0.2,0.8,Room,10,Star,10,Leach
864,Monitoring,Human Body,0.2,0.2,0.8,Room,10,Star,10,Leach
865,Monitoring,Human Body,0.2,0.2,0.8,Room,10,Star,10,Leach
866,Monitoring,Human Body,0.2,0.2,0.8,Room,100,Star,10,Leach
867,Monitoring,Human Body,0.2,0.2,0.8,Room,100,Star,50,Leach
868,Monitoring,Human Body,0.2,0.2,0.8,Room,100,Star,100,Leach
869,Monitoring,Human Body,0.2,0.2,0.8,Room,100,Star,10,Leach
870,Monitoring,Human Body,0.2,0.2,0.8,Room,100,Star,10,Leach
871,Monitoring,Human Body,0.2,0.2,0.8,Room,100,Star,10,Leach
872,Monitoring,Human Body,0.2,0.2,0.8,Room,100,Star,10,Leach
873,Monitoring,Human Body,0.8,0.2,0.2,Room,1000,Star,10,Heed
874,Monitoring,Human Body,0.8,0.2,0.2,Room,1000,Star,50,Heed
875,Monitoring,Human Body,0.8,0.2,0.2,Room,1000,Star,100,Heed
876,Monitoring,Human Body,0.8,0.2,0.2,Room,1000,Star,10,Heed
877,Monitoring,Human Body,0.8,0.2,0.2,Room,1000,Star,10,Heed
878,Monitoring,Human Body,0.8,0.2,0.2,Room,1000,Star,10,Heed
879,Monitoring,Human Body,0.8,0.2,0.2,Room,1000,Star,10,Heed
880,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
881,Monitoring,Human Body,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
882,Monitoring,Human Body,0.8,0.2,0.2,Apartment Complex,10,Star,10,Heed
883,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
884,Monitoring,Human Body,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
885,Monitoring,Human Body,0.8,0.2,0.2,Apartment Complex,10,Star,50,Heed
886,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
887,Monitoring,Human Body,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
888,Monitoring,Human Body,0.8,0.2,0.2,Apartment Complex,10,Star,100,Heed
889,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
890,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
891,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
892,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
893,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
894,Monitoring,Human Body,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
895,Monitoring,Human Body,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
896,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,100,Star,50,Heed
897,Monitoring,Human Body,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
898,Monitoring,Human Body,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
899,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,100,Star,100,Heed
900,Monitoring,Human Body,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
901,Monitoring,Human Body,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
902,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
903,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
904,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
905,Monitoring,Human Body,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
906,Detection,Air,0.2,0.2,0.8,Room,10,Star,10,Leach
907,Detection,Air,0.2,0.8,0.2,Room,10,Star,10,Leach
908,Detection,Air,0.8,0.2,0.2,Room,10,Star,10,Leach
909,Detection,Air,0.2,0.2,0.8,Room,10,Star,50,Leach
910,Detection,Air,0.2,0.8,0.2,Room,10,Star,50,Leach
911,Detection,Air,0.8,0.2,0.2,Room,10,Star,50,Leach
912,Detection,Air,0.2,0.2,0.8,Room,10,Star,100,Leach
913,Detection,Air,0.2,0.8,0.2,Room,10,Star,100,Leach
914,Detection,Air,0.8,0.2,0.2,Room,10,Star,100,Leach
915,Detection,Air,0.2,0.2,0.8,Room,10,Star,10,Leach
916,Detection,Air,0.2,0.2,0.8,Room,10,Star,10,Leach
917,Detection,Air,0.2,0.2,0.8,Room,10,Star,10,Leach
918,Detection,Air,0.2,0.2,0.8,Room,10,Star,10,Leach
919,Detection,Air,0.2,0.2,0.8,Room,100,Star,10,Leach
920,Detection,Air,0.2,0.2,0.8,Room,100,Star,50,Leach
921,Detection,Air,0.2,0.2,0.8,Room,100,Star,100,Leach
922,Detection,Air,0.2,0.2,0.8,Room,100,Star,10,Leach
923,Detection,Air,0.2,0.2,0.8,Room,100,Star,10,Leach
924,Detection,Air,0.2,0.2,0.8,Room,100,Star,10,Leach
925,Detection,Air,0.2,0.2,0.8,Room,100,Star,10,Leach
926,Detection,Air,0.8,0.2,0.2,Room,1000,Star,10,Heed
927,Detection,Air,0.8,0.2,0.2,Room,1000,Star,50,Heed
928,Detection,Air,0.8,0.2,0.2,Room,1000,Star,100,Heed
929,Detection,Air,0.8,0.2,0.2,Room,1000,Star,10,Heed
930,Detection,Air,0.8,0.2,0.2,Room,1000,Star,10,Heed
931,Detection,Air,0.8,0.2,0.2,Room,1000,Star,10,Heed
932,Detection,Air,0.8,0.2,0.2,Room,1000,Star,10,Heed
933,Detection,Air,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
934,Detection,Air,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
935,Detection,Air,0.8,0.2,0.2,Apartment Complex,10,Star,10,Heed
936,Detection,Air,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
937,Detection,Air,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
938,Detection,Air,0.8,0.2,0.2,Apartment Complex,10,Star,50,Heed
939,Detection,Air,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
940,Detection,Air,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
941,Detection,Air,0.8,0.2,0.2,Apartment Complex,10,Star,100,Heed
942,Detection,Air,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
943,Detection,Air,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
944,Detection,Air,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
945,Detection,Air,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
946,Detection,Air,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
947,Detection,Air,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
948,Detection,Air,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
949,Detection,Air,0.2,0.2,0.8,Apartment Complex,100,Star,50,Heed
950,Detection,Air,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
951,Detection,Air,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
952,Detection,Air,0.2,0.2,0.8,Apartment Complex,100,Star,100,Heed
953,Detection,Air,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
954,Detection,Air,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
955,Detection,Air,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
956,Detection,Air,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
957,Detection,Air,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
958,Detection,Air,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
959,Detection,Air,0.2,0.2,0.8,Apartment Complex,1000,Star,10,Heed
960,Detection,Air,0.2,0.8,0.2,Apartment Complex,1000,Star,10,Heed
961,Detection,Air,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
962,Detection,Air,0.2,0.2,0.8,Apartment Complex,1000,Star,50,Heed
963,Detection,Air,0.2,0.8,0.2,Apartment Complex,1000,Star,50,Heed
964,Detection,Air,0.8,0.2,0.2,Apartment Complex,1000,Star,50,Heed
965,Detection,Air,0.2,0.2,0.8,Apartment Complex,1000,Star,100,Heed
966,Detection,Air,0.2,0.8,0.2,Apartment Complex,1000,Star,100,Heed
967,Detection,Air,0.8,0.2,0.2,Apartment Complex,1000,Star,100,Heed
968,Detection,Air,0.2,0.2,0.8,Apartment Complex,1000,Star,10,Heed
969,Detection,Air,0.2,0.2,0.8,Apartment Complex,1000,Star,10,Heed
970,Detection,Air,0.2,0.2,0.8,Apartment Complex,1000,Star,10,Heed
971,Detection,Air,0.2,0.2,0.8,Apartment Complex,1000,Star,10,Heed
972,Detection,Air,0.2,0.2,0.8,City Block,10,Star,10,Heed
973,Detection,Air,0.2,0.8,0.2,City Block,10,Star,10,Heed
974,Detection,Air,0.8,0.2,0.2,City Block,10,Star,10,Heed
975,Detection,Air,0.2,0.2,0.8,City Block,10,Star,50,Heed
976,Detection,Air,0.2,0.8,0.2,City Block,10,Star,50,Heed
977,Detection,Air,0.8,0.2,0.2,City Block,10,Star,50,Heed
